City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Windspeed,Country,Date
362,flying fish cove,-10.4217,105.6791,76.68,94,100,6.91,CX,1704580068
363,la ronge,55.1001,-105.2842,3.45,78,100,6.91,CA,1704580068
364,balkanabat,39.5108,54.3671,44.94,70,74,9.28,TM,1704580069
365,glace bay,46.1969,-59.957,21.96,74,100,16.11,CA,1704580069
366,meadow lakes,61.6247,-149.6011,39.18,59,0,11.5,US,1704580069
367,carnarvon,-24.8667,113.6333,74.28,82,0,13.76,AU,1704579934
368,hithadhoo,-0.6,73.0833,81.81,78,100,12.44,MV,1704580069
369,berezovyy,51.6667,135.7,-10.93,99,92,1.99,RU,1704580070
370,bamboo flat,11.7,92.7167,79.23,76,21,9.53,IN,1704580070
371,raduzhny,62.0961,77.475,-17.68,98,53,7.14,RU,1704580070
372,plettenberg bay,-34.0527,23.3716,64.78,77,25,4.18,ZA,1704580070
373,revda,56.801,59.9303,1.26,97,100,2.91,RU,1704580071
374,aydincik,36.1437,33.3202,59.25,62,62,8.43,TR,1704580071
375,roccella ionica,38.322,16.4009,53.94,76,98,7.45,IT,1704580071
376,jumla,29.2747,82.1838,32.68,40,0,4.45,NP,1704580071
377,manthani,18.65,79.6667,65.62,77,13,4.14,IN,1704580072
378,narvik,68.4384,17.4272,30.25,90,100,7.29,NO,1704580072
379,caleta de carquin,-11.0925,-77.6267,75.15,77,55,12.33,PE,1704580072
380,abepura,-2.6333,140.5833,76.01,100,20,1.14,ID,1704580072
381,spring creek,40.7266,-115.5859,28.81,60,100,13.62,US,1704580073
382,saint croix,17.7397,-64.7388,81.05,80,0,8.05,VI,1704580073
383,tatui,-23.3556,-47.8569,78.1,60,63,13.38,BR,1704580073
384,tual,-5.6667,132.75,84.07,75,82,8.41,ID,1704580073
385,bahir dar,11.5936,37.3908,60.91,53,11,2.64,ET,1704580074
386,tan-tan,28.438,-11.1032,59.14,74,100,5.41,MA,1704580074
387,timmins,48.4669,-81.3331,8.42,85,100,9.22,CA,1704579965
388,phan rang-thap cham,11.5667,108.9833,71.55,86,100,7.36,VN,1704580074
389,bridgetown,13.1,-59.6167,79.29,83,40,14.97,BB,1704580013
390,duba,27.3513,35.6901,73.45,44,0,4.27,SA,1704580075
391,mirialguda,16.8667,79.5833,64.72,95,12,5.37,IN,1704580075
392,kolpashevo,58.3131,82.9089,-13.9,100,19,4.0,RU,1704580075
393,brisas de zicatela,15.8369,-97.0419,84.72,58,0,6.91,MX,1704580075
394,zaozersk,69.4005,32.4476,11.1,89,91,18.16,RU,1704580076
395,sandnessjoen,66.0217,12.6316,16.32,85,91,13.89,NO,1704580076
396,kaoma,-14.7833,24.8,65.73,97,100,4.76,ZM,1704580076
397,pionerskiy,54.9508,20.2275,15.64,77,99,13.04,RU,1704580077
398,dalandzadgad,43.5708,104.425,12.29,54,2,3.33,MN,1704580077
399,zafarabad,25.7,82.7333,62.62,90,0,5.5,IN,1704580077
400,ulsteinvik,62.3432,5.8487,26.76,62,67,3.0,NO,1704580077
401,san miguel,13.4833,-88.1833,91.0,46,0,3.44,SV,1704579973
402,yulinshi,38.2906,109.7494,10.13,74,0,3.58,CN,1704580078
403,smithers,54.7804,-127.1743,23.32,93,100,3.44,CA,1704580078
404,volgodonsk,47.5136,42.1514,36.63,81,100,15.01,RU,1704580078
405,bonthe,7.5264,-12.505,81.21,82,65,6.78,SL,1704580078
406,narail,23.1667,89.5,62.64,56,5,5.68,BD,1704580079
407,recani,31.2846,-4.2688,51.93,31,2,6.33,MA,1704580079
408,portland,45.5234,-122.6762,44.83,89,100,11.5,US,1704579922
409,xudat,41.631,48.681,43.34,82,3,5.84,AZ,1704580079
410,callao,-12.0667,-77.15,75.49,69,0,18.41,PE,1704580080
411,puqi,29.7167,113.8833,44.65,71,84,4.52,CN,1704580080
412,buka,40.8108,69.1986,52.54,42,100,5.86,UZ,1704580080
413,torghay,49.6339,63.4981,29.35,90,100,8.14,KZ,1704580080
414,yelizovo,53.1873,158.3805,1.8,70,0,11.18,RU,1704580081
415,aladag,37.5485,35.396,42.94,64,93,4.34,TR,1704580081
416,sirjan,29.452,55.6814,42.35,43,1,3.69,IR,1704580081
417,el porvenir,13.7617,-87.3458,88.93,28,4,4.61,HN,1704580082
418,vadso,70.0744,29.7487,21.36,73,87,17.27,NO,1704580082
419,bardai,11.65,7.2333,68.29,17,48,10.42,NG,1704580083
420,guatire,10.4762,-66.5427,81.19,86,58,4.34,VE,1704579853
421,antsiranana,-12.2787,49.2917,78.98,85,62,3.11,MG,1704580083
422,kupang,-10.1667,123.5833,79.38,100,20,1.14,ID,1704580083
423,wanning,18.8003,110.3967,70.86,75,99,5.44,CN,1704580084
424,labuan,5.2767,115.2417,80.96,89,20,0.0,MY,1704580084
425,russkaya polyana,49.417,31.9201,32.68,92,100,7.72,UA,1704580085
426,floro,61.5996,5.0328,26.56,74,29,10.36,NO,1704580085
427,palu,-0.8917,119.8707,76.21,95,100,2.26,ID,1704580085
428,naracoorte,-36.9579,140.7383,72.07,84,100,4.05,AU,1704580086
429,thunder bay,48.4001,-89.3168,28.38,100,100,8.05,CA,1704579873
430,graham,47.0529,-122.2943,44.71,87,100,8.05,US,1704579899
431,villa gesell,-37.2639,-56.973,83.05,64,75,2.77,AR,1704580087
432,kailua-kona,19.6406,-155.9956,82.27,75,20,10.36,US,1704579952
433,ghat,24.9647,10.1728,59.61,23,0,5.03,LY,1704580087
434,codrington,-38.2667,141.9667,68.43,96,100,5.59,AU,1704580087
435,borger,52.9233,6.7931,32.04,85,100,13.31,NL,1704580088
436,belyy yar,53.6039,91.3903,28.29,74,0,11.18,RU,1704580088
437,galesong,-5.3166,119.3661,77.02,87,100,11.16,ID,1704580088
438,dubovka,49.0583,44.829,23.95,73,100,5.44,RU,1704580089
439,camiri,-20.05,-63.5167,92.98,40,40,6.91,BO,1704580089
440,ponta delgada,37.7333,-25.6667,65.19,77,40,11.5,PT,1704580090
441,pervomayskoye,43.919,46.7102,39.25,61,70,2.17,RU,1704580090
442,mathba,22.2855,89.9629,62.6,53,6,5.48,BD,1704580090
443,eregli,37.5133,34.0467,44.19,43,88,0.94,TR,1704580090
444,hami,42.8,93.45,19.02,69,100,4.03,CN,1704580091
445,fraga,41.5229,0.3489,41.83,67,0,28.83,ES,1704580091
446,progreso,21.2833,-89.6667,86.11,77,7,9.71,MX,1704580092
447,beau vallon,-20.4189,57.6953,79.03,94,75,5.75,MU,1704580092
448,krutinka,56.0055,71.5113,-20.45,100,25,3.8,RU,1704580092
449,ikalamavony,-21.15,46.5833,68.18,93,100,3.29,MG,1704580093
450,pisco,-13.7,-76.2167,75.25,73,0,27.63,PE,1704580093
451,swift current,50.2834,-107.8014,23.81,93,0,4.61,CA,1704580075
452,astrakhan,46.3497,48.0408,31.91,86,100,8.99,RU,1704580094
453,kirensk,57.7853,108.1119,9.97,95,100,8.99,RU,1704580094
454,chilliwack,49.1747,-121.9443,43.32,88,99,5.01,CA,1704579794
455,shimanovsk,52.0,127.7,-14.44,85,12,7.05,RU,1704580095
456,san luis de la loma,17.2706,-100.8939,82.51,59,2,5.7,MX,1704580096
457,dolores,-36.3132,-57.6792,70.93,86,91,6.71,AR,1704580096
458,posse,-14.0931,-46.3694,72.12,81,88,1.03,BR,1704580097
459,poso,-1.3959,120.7524,77.16,83,100,3.56,ID,1704580097
460,happy valley-goose bay,53.3168,-60.3315,-0.09,50,20,9.22,CA,1704580098
461,robore,-18.3333,-59.75,92.75,39,63,6.51,BO,1704580099
462,pacaembu,-21.5622,-51.2606,88.68,32,73,3.83,BR,1704580100
463,kistelek,46.4725,19.9797,47.07,89,100,6.58,HU,1704580100
464,ulladulla,-35.35,150.4667,69.87,65,58,8.37,AU,1704580101
465,xichang,27.8964,102.2634,38.32,74,0,1.3,CN,1704580102
466,krasnozerskoye,53.9828,79.2374,-12.42,100,48,1.25,RU,1704580102
467,gurupi,-11.7292,-49.0686,76.06,84,78,2.44,BR,1704580103
468,menongue,-14.6585,17.691,65.35,91,98,3.18,AO,1704580104
469,briare,47.6334,2.7438,40.55,86,100,11.74,FR,1704580104
470,rio grande,-32.035,-52.0986,78.94,85,18,17.22,BR,1704580106
471,green river,41.5286,-109.4662,30.97,53,93,1.99,US,1704580106
472,tamanrasset,22.785,5.5228,51.71,17,0,4.61,DZ,1704580107
473,sabang,5.8933,95.3214,81.39,77,93,18.21,ID,1704580107
474,carbonear,47.7332,-53.2148,14.61,66,100,28.25,CA,1704580108
475,katsuren-haebaru,26.3369,127.8719,65.17,69,20,3.44,JP,1704580108
476,kencong,-8.2833,113.3667,76.05,84,99,3.15,ID,1704580109
477,anar darah,32.7587,61.654,50.58,54,3,3.76,AF,1704580110
478,puerto deseado,-47.7503,-65.8938,58.15,58,10,22.91,AR,1704580110
479,ndele,8.4109,20.6473,70.77,20,18,4.72,CF,1704580110
480,rengo,-34.4167,-70.8667,80.92,37,41,8.63,CL,1704580111
481,manaure,11.7751,-72.4445,86.0,57,97,17.98,CO,1704580111
482,ola,59.5833,151.2833,-24.7,87,12,8.66,RU,1704580112
483,tamandare,-8.7597,-35.1047,80.47,76,1,9.91,BR,1704580114
484,mandvi,22.8333,69.3667,66.49,45,0,14.23,IN,1704580115
485,finspang,58.7058,15.7674,9.91,84,18,3.69,SE,1704580115
486,isangel,-19.55,169.2667,84.31,74,40,0.0,VU,1704580116
487,kanggye,40.9695,126.5852,-4.16,98,68,1.99,KP,1704580043
488,kindu,-2.95,25.95,73.04,90,100,1.97,CD,1704580117
489,figuig (centre),32.1089,-1.2286,47.34,29,82,4.23,MA,1704580117
490,gornozavodsk,58.3758,58.3211,-9.71,99,99,1.97,RU,1704580118
491,humaita,-7.5061,-63.0208,74.71,99,94,4.34,BR,1704580020
492,hastings,50.8552,0.5729,40.12,77,99,15.95,GB,1704579961
493,cudillero,43.5622,-6.1459,47.66,87,40,5.75,ES,1704580120
494,aykhal,66.0,111.5,-10.35,97,100,9.55,RU,1704580121
495,riversdale,18.1659,-76.9642,84.06,87,54,2.57,JM,1704580122
496,nouadhibou,20.931,-17.0347,69.78,52,0,11.5,MR,1704579926
497,rabaul,-4.1967,152.1721,82.58,78,95,2.68,PG,1704580123
498,tavda,58.0425,65.2726,-19.3,97,68,4.0,RU,1704580124
499,centenario,-38.8043,-68.14,87.55,25,0,5.75,AR,1704580124
500,channagiri,14.0333,75.9333,69.67,86,100,9.91,IN,1704580124
501,grand island,40.925,-98.342,30.49,77,100,18.41,US,1704580090
502,mantua,45.1667,10.7833,48.09,89,100,1.99,IT,1704580125
503,the dalles,45.5946,-121.1787,47.82,70,0,21.85,US,1704580125
504,schuylkill haven,40.6307,-76.1711,32.7,96,100,5.01,US,1704580125
505,yangquan,37.8575,113.5633,19.87,43,0,3.69,CN,1704580126
506,alghero,40.5589,8.3181,51.89,58,75,17.27,IT,1704580126
507,pamandzi,-12.7967,45.2794,80.38,94,0,4.61,YT,1704580127
508,itoman,26.1247,127.6694,65.17,63,20,13.8,JP,1704580127
509,sant lluis,39.8526,4.2594,46.8,81,20,4.61,ES,1704580127
510,deniliquin,-35.5333,144.9667,74.97,71,100,7.85,AU,1704580127
511,san marcos,33.1434,-117.1661,68.09,41,0,9.22,US,1704580007
512,sunne,59.8376,13.143,-0.08,98,42,3.44,SE,1704580128
513,greenville,35.6127,-77.3663,62.76,96,100,4.61,US,1704579875
514,boshan,36.4833,117.8333,22.53,59,0,3.6,CN,1704580129
515,naliya,23.2667,68.8333,63.9,40,0,10.6,IN,1704580129
516,kamina,-8.7386,24.9906,64.08,96,100,2.98,CD,1704580129
517,geraldton,-28.7667,114.6,63.01,82,0,3.44,AU,1704580130
518,placerville,38.7296,-120.7986,42.06,89,20,16.11,US,1704580130
519,nguigmi,14.2495,13.1092,69.46,22,0,11.25,NE,1704580130
520,asentamiento humano nicolas de pierola,-11.95,-76.7,62.89,78,87,6.62,PE,1704580131
521,masterton,-40.9597,175.6575,65.88,34,6,2.24,NZ,1704580131
522,cockburn town,21.4612,-71.1419,77.68,79,24,17.87,TC,1704580131
523,nikolayevsk-on-amure,53.1406,140.73,-16.31,99,51,3.11,RU,1704580132
524,bage,-31.3314,-54.1069,85.78,54,0,8.05,BR,1704580132
525,ust-tsilma,65.441,52.1498,-16.38,100,100,3.0,RU,1704580132
526,cabreuva,-23.3075,-47.1328,80.87,72,65,10.04,BR,1704580132
527,mareeba,-17.0,145.4333,82.44,78,44,2.66,AU,1704580133
528,broken hill,-31.95,141.4333,76.8,71,100,8.32,AU,1704580133
529,tolanaro,-25.0319,46.9987,73.11,92,100,10.45,MG,1704580133
530,palikir - national government center,6.9248,158.1611,81.34,69,100,8.05,FM,1704580134
531,nelson bay,-32.7167,152.15,79.09,69,35,8.99,AU,1704580134
532,ain fakroun,35.9711,6.8737,39.85,75,49,18.88,DZ,1704580134
533,luynes,47.3844,0.5547,40.37,83,0,8.05,FR,1704580134
534,bambanglipuro,-7.95,110.2833,75.78,91,100,5.37,ID,1704580135
535,taghazout,30.5426,-9.7112,56.17,80,56,9.48,MA,1704580135
536,the pas,53.8251,-101.2541,-0.38,78,100,6.91,CA,1704580135
537,wolmaransstad,-27.1974,25.9831,75.72,43,60,11.97,ZA,1704580136
538,peno,56.9262,32.7426,-15.72,100,68,3.6,RU,1704580136
539,sundarnagar,31.5333,76.8833,46.4,21,0,5.26,IN,1704580136
540,belmonte,-15.8631,-38.8828,78.85,90,64,6.06,BR,1704580137
541,tahe,52.3333,124.7333,-18.53,94,6,4.18,CN,1704580137
542,fernie,49.5,-115.0687,35.69,94,100,3.6,CA,1704580137
543,tindouf,27.6711,-8.1474,59.45,44,0,6.91,DZ,1704580137
544,gaspe,48.8334,-64.4819,12.42,62,20,10.36,CA,1704580138
545,idri,27.5,13.2667,55.96,34,0,11.48,LY,1704580138
546,nadym,65.5333,72.5167,-4.63,91,35,10.4,RU,1704580138
547,ixtapa,20.7,-105.2,78.22,65,40,9.22,MX,1704580138
548,san antonio de pale,-1.4014,5.6325,81.36,74,98,7.49,GQ,1704580139
549,svetlyy,54.675,20.1347,15.85,93,88,8.52,RU,1704580139
550,san clemente,33.427,-117.612,67.64,67,3,1.99,US,1704580088
551,nuevo ideal,24.8875,-105.0728,63.12,13,64,9.48,MX,1704580139
552,bengkulu,-3.8004,102.2655,75.09,94,100,2.95,ID,1704580140
553,pustoshka,56.3355,29.369,-1.77,98,13,4.0,RU,1704580140
554,taltal,-25.4,-70.4833,71.06,71,18,9.04,CL,1704580140
555,maragogi,-9.0122,-35.2225,80.38,77,2,10.89,BR,1704580140
556,namtsy,62.7161,129.6658,-57.75,100,76,1.32,RU,1704580140
557,gamay,12.3854,125.2979,77.68,92,97,9.51,PH,1704580141
558,el abiodh sidi cheikh,32.893,0.5484,41.9,45,88,7.05,DZ,1704580141
559,wickenburg,33.9686,-112.7296,57.2,31,13,8.3,US,1704580141
560,sorong,-0.8833,131.25,78.46,86,100,3.91,ID,1704580141
561,howrah,22.5892,88.3103,60.8,88,3,4.61,IN,1704580142
562,monte santo de minas,-21.1897,-46.9803,75.42,62,47,0.98,BR,1704580142
563,matehuala,23.65,-100.65,71.58,13,69,16.49,MX,1704580142
564,pariaman,-0.619,100.12,75.25,96,100,2.64,ID,1704580114
565,wagar,16.1525,36.2032,72.66,62,1,7.45,SD,1704580143
566,neu wulmstorf,53.4667,9.8,30.34,86,100,12.66,DE,1704579852
567,villa constitucion,-33.2278,-60.3297,79.32,52,100,4.05,AR,1704580144
568,qacha's nek,-30.1154,28.6894,61.99,51,74,1.5,LS,1704580144
569,sibay,52.7181,58.6658,19.22,96,100,1.01,RU,1704580145
570,as sulayyil,20.4607,45.5779,61.05,50,0,8.66,SA,1704580145
571,bikin,46.8161,134.26,-15.59,100,92,1.86,RU,1704580145
572,nova vicosa,-17.8919,-39.3719,77.14,90,99,6.24,BR,1704580146
